filename,Species Name English,low_freq,high_freq,start,end,year,month,day,part_of_day,hour,season,spectrogram
2460255.740557_Tautenburg___5134-9302kHz___10-11.7s___re,"'Redwing',",5134,9302,10,11.7,2023,11,7,Morning,05,Autumn,"[[-16.984606 -10.207382 -17.911118 ...   0.         0.         0.      ]
 [-18.417486 -12.675807 -10.899639 ...   0.         0.         0.      ]
 [-23.310684 -19.865654  -9.70184  ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460255.741233_Tautenburg___5397-8880kHz___10-106.4s___re,"'Redwing',",5397,8880,10,106.4,2023,11,7,Morning,05,Autumn,"[[-47.828617 -37.098763 -17.296173 ...   0.         0.         0.      ]
 [-32.593605 -32.935818 -18.08521  ...   0.         0.         0.      ]
 [-28.455873 -29.643427 -17.475475 ...   0.         0.         0.      ]
 ...
 [-79.386246 -80.       -80.       ...   0.         0.         0.      ]
 [-79.40114  -80.       -80.       ...   0.         0.         0.      ]
 [-79.40826  -80.       -80.       ...   0.         0.         0.      ]]"
2460257.166706_Tautenburg___5497-8859kHz___10-18.2s___re,"'Redwing',",5497,8859,10,18.2,2023,11,8,Afternoon,16,Autumn,"[[-37.94493  -52.89428  -17.410788 ...   0.         0.         0.      ]
 [-30.602003 -29.064854 -14.063254 ...   0.         0.         0.      ]
 [-19.56748  -21.027626 -12.73944  ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460257.207509_Tautenburg___5175-8880kHz___10-11.3s___re,"'Redwing',",5175,8880,10,11.3,2023,11,8,Afternoon,16,Autumn,"[[-16.570297  -10.229865  -14.218882  ...   0.          0.
    0.       ]
 [ -9.444975   -5.4428806  -4.9343452 ...   0.          0.
    0.       ]
 [ -6.770977   -5.165345  -11.792722  ...   0.          0.
    0.       ]
 ...
 [-75.896736  -80.        -80.        ...   0.          0.
    0.       ]
 [-75.900955  -80.        -80.        ...   0.          0.
    0.       ]
 [-75.91324   -80.        -80.        ...   0.          0.
    0.       ]]"
2460257.321221_Tautenburg___5477-8618kHz___10-11.5s___re,"'Redwing',",5477,8618,10,11.5,2023,11,8,Evening,19,Autumn,"[[-14.424578 -11.589319 -13.795295 ...   0.         0.         0.      ]
 [-12.200572  -9.168522  -8.896172 ...   0.         0.         0.      ]
 [-10.450244  -8.10685  -20.123302 ...   0.         0.         0.      ]
 ...
 [-74.713326 -80.       -80.       ...   0.         0.         0.      ]
 [-74.725266 -80.       -80.       ...   0.         0.         0.      ]
 [-74.72678  -80.       -80.       ...   0.         0.         0.      ]]"
2460257.353445_Tautenburg___6060-8698kHz___10-11.1s___re,"'Redwing',",6060,8698,10,11.1,2023,11,8,Evening,20,Autumn,"[[-57.32653  -61.713646 -24.313969 ...   0.         0.         0.      ]
 [-31.989433 -28.752083 -19.243471 ...   0.         0.         0.      ]
 [-23.564192 -17.83157  -16.941225 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460257.353967_Tautenburg___6383-9282kHz___10-11.5s___re,"'Redwing',",6383,9282,10,11.5,2023,11,8,Evening,20,Autumn,"[[-17.751543 -11.840034 -39.823788 ...   0.         0.         0.      ]
 [-12.806349  -8.95352  -12.913438 ...   0.         0.         0.      ]
 [-10.539975  -9.077748 -11.744983 ...   0.         0.         0.      ]
 ...
 [-69.66388  -75.98347  -80.       ...   0.         0.         0.      ]
 [-69.67859  -75.99681  -80.       ...   0.         0.         0.      ]
 [-69.68271  -76.00014  -80.       ...   0.         0.         0.      ]]"
2460257.476256_Tautenburg___5215-9081kHz___10-11.8s___re,"'Redwing',",5215,9081,10,11.8,2023,11,8,Night,23,Autumn,"[[ -7.8362455  -5.7653    -21.996998  ...   0.          0.
    0.       ]
 [-10.164377   -8.88222    -8.3924465 ...   0.          0.
    0.       ]
 [-12.13663   -15.165616   -8.180764  ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2460257.584812_Tautenburg___5819-8900kHz___10-11.6s___re,"'Redwing',",5819,8900,10,11.6,2023,11,9,Night,02,Autumn,"[[-12.98902  -23.255035 -16.064459 ...   0.         0.         0.      ]
 [-12.283519 -15.094628 -23.305262 ...   0.         0.         0.      ]
 [-12.005308 -15.287876 -10.88372  ...   0.         0.         0.      ]
 ...
 [-64.98367  -70.94198  -80.       ...   0.         0.         0.      ]
 [-64.99393  -70.95074  -80.       ...   0.         0.         0.      ]
 [-64.998535 -70.954544 -80.       ...   0.         0.         0.      ]]"
2460257.590405_Tautenburg___5819-8980kHz___10-11.4s___re,"'Redwing',",5819,8980,10,11.4,2023,11,9,Night,02,Autumn,"[[-19.895435  -39.382805  -17.270267  ...   0.          0.
    0.       ]
 [-13.629141   -9.244164   -8.257238  ...   0.          0.
    0.       ]
 [ -8.565365   -5.6905007  -8.393605  ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2460257.732891_Tautenburg___5094-9644kHz___10-12.5s___re,"'Redwing',",5094,9644,10,12.5,2023,11,9,Morning,05,Autumn,"[[-15.70747  -19.632414 -12.398329 ...   0.         0.         0.      ]
 [-13.81254  -23.050694 -13.171179 ...   0.         0.         0.      ]
 [-10.313265 -10.173443 -18.688515 ...   0.         0.         0.      ]
 ...
 [-69.481575 -75.49464  -80.       ...   0.         0.         0.      ]
 [-69.48636  -75.50244  -80.       ...   0.         0.         0.      ]
 [-69.4948   -75.50015  -80.       ...   0.         0.         0.      ]]"
2460257.732923_Tautenburg___5537-9423kHz___10-12.3s___re,"'Redwing',",5537,9423,10,12.3,2023,11,9,Morning,05,Autumn,"[[-11.2620325  -9.313471  -30.246304  ...   0.          0.
    0.       ]
 [-13.313656   -8.496898  -10.539482  ...   0.          0.
    0.       ]
 [-19.668808  -10.375383  -12.951924  ...   0.          0.
    0.       ]
 ...
 [-70.077286  -76.165955  -80.        ...   0.          0.
    0.       ]
 [-70.08368   -76.17092   -80.        ...   0.          0.
    0.       ]
 [-70.08397   -76.17185   -80.        ...   0.          0.
    0.       ]]"
2460257.732959_Tautenburg___5739-9504kHz___10-11.5s___re,"'Redwing',",5739,9504,10,11.5,2023,11,9,Morning,05,Autumn,"[[ -5.675787   -5.381832  -11.3697405 ...   0.          0.
    0.       ]
 [ -5.093334   -0.812973   -3.7046223 ...   0.          0.
    0.       ]
 [ -4.601229    0.         -3.2601528 ...   0.          0.
    0.       ]
 ...
 [-73.69176   -79.33704   -80.        ...   0.          0.
    0.       ]
 [-73.752365  -79.385864  -80.        ...   0.          0.
    0.       ]
 [-73.76511   -79.39826   -80.        ...   0.          0.
    0.       ]]"
2460257.733025_Tautenburg___5416-8698kHz___10-11.7s___re,"'Redwing',",5416,8698,10,11.7,2023,11,9,Morning,05,Autumn,"[[-23.405073 -15.946103 -16.509972 ...   0.         0.         0.      ]
 [-21.158518 -21.823906 -13.710774 ...   0.         0.         0.      ]
 [-14.594475 -10.198358  -8.842515 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460258.181783_Tautenburg___6060-8416kHz___10-11.4s___re,"'Redwing',",6060,8416,10,11.4,2023,11,9,Afternoon,16,Autumn,"[[-16.233555  -34.200676  -21.026682  ...   0.          0.
    0.       ]
 [-12.704701  -10.2372465 -11.694078  ...   0.          0.
    0.       ]
 [ -8.526666   -4.975188  -12.802125  ...   0.          0.
    0.       ]
 ...
 [-75.39133   -80.        -80.        ...   0.          0.
    0.       ]
 [-75.385254  -80.        -80.        ...   0.          0.
    0.       ]
 [-75.39372   -80.        -80.        ...   0.          0.
    0.       ]]"
2460258.490854_Tautenburg___5799-8255kHz___10-12s___re,"'Redwing',",5799,8255,10,12.0,2023,11,9,Night,23,Autumn,"[[-24.169775 -23.570992 -32.644985 ... -36.45804  -36.84236  -29.47841 ]
 [-25.34877  -25.360659 -24.010437 ... -33.863342 -25.435856 -20.86288 ]
 [-28.379272 -31.290817 -26.88243  ... -31.2081   -19.8675   -16.200949]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -76.05932 ]
 [-80.       -80.       -80.       ... -80.       -80.       -76.06215 ]
 [-80.       -80.       -80.       ... -80.       -80.       -76.059105]]"
2460258.528067_Tautenburg___5275-9181kHz___10-11.6s___re,"'Redwing',",5275,9181,10,11.6,2023,11,10,Night,00,Autumn,"[[-14.957225 -24.369312 -24.899515 ...   0.         0.         0.      ]
 [-14.759468 -14.12039  -19.068289 ...   0.         0.         0.      ]
 [-14.896561 -18.44078  -12.948344 ...   0.         0.         0.      ]
 ...
 [-76.2447   -80.       -80.       ...   0.         0.         0.      ]
 [-76.24815  -80.       -80.       ...   0.         0.         0.      ]
 [-76.24834  -80.       -80.       ...   0.         0.         0.      ]]"
2460258.584979_Tautenburg___5758-9040kHz___10-11.4s___re,"'Redwing',",5758,9040,10,11.4,2023,11,10,Night,02,Autumn,"[[-16.060276 -20.296667 -17.590351 ...   0.         0.         0.      ]
 [-18.749674 -13.487156 -13.968853 ...   0.         0.         0.      ]
 [-26.58022  -11.74424  -12.780443 ...   0.         0.         0.      ]
 ...
 [-74.4675   -80.       -80.       ...   0.         0.         0.      ]
 [-74.47619  -80.       -80.       ...   0.         0.         0.      ]
 [-74.47916  -80.       -80.       ...   0.         0.         0.      ]]"
2460258.737259_Tautenburg___6081-8396kHz___10-11.3s___re,"'Redwing',",6081,8396,10,11.3,2023,11,10,Morning,05,Autumn,"[[-28.316525 -18.682577 -22.182096 ...   0.         0.         0.      ]
 [-27.170515 -17.918867 -15.124172 ...   0.         0.         0.      ]
 [-17.3942   -11.70052  -10.065157 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460258.737764_Tautenburg___5779-9504kHz___10-12.4s___re,"'Redwing',",5779,9504,10,12.4,2023,11,10,Morning,05,Autumn,"[[-12.379087 -23.623415 -13.674955 ...   0.         0.         0.      ]
 [-12.224184  -8.995863  -8.129465 ...   0.         0.         0.      ]
 [-13.638151  -8.316447 -15.214302 ...   0.         0.         0.      ]
 ...
 [-68.92712  -74.99374  -80.       ...   0.         0.         0.      ]
 [-68.94376  -74.99881  -80.       ...   0.         0.         0.      ]
 [-68.932846 -74.99971  -80.       ...   0.         0.         0.      ]]"
2460258.738544_Tautenburg___5738-8436kHz___10-11.7s___re,"'Redwing',",5738,8436,10,11.7,2023,11,10,Morning,05,Autumn,"[[-11.658086  -11.855655   -8.695301  ...   0.          0.
    0.       ]
 [ -8.273659   -4.735337   -4.4883623 ...   0.          0.
    0.       ]
 [ -7.3277345  -5.93852   -10.580928  ...   0.          0.
    0.       ]
 ...
 [-69.9183    -76.04392   -80.        ...   0.          0.
    0.       ]
 [-69.91906   -76.05463   -80.        ...   0.          0.
    0.       ]
 [-69.92511   -76.05818   -80.        ...   0.          0.
    0.       ]]"
2460258.739810_Tautenburg___5980-8618kHz___10-11.4s___re,"'Redwing',",5980,8618,10,11.4,2023,11,10,Morning,05,Autumn,"[[ -3.813015  -10.594228   -5.994857  ...   0.          0.
    0.       ]
 [ -3.4551225  -1.6533823  -5.166305  ...   0.          0.
    0.       ]
 [ -3.4041586  -2.2809267  -7.969066  ...   0.          0.
    0.       ]
 ...
 [-67.95992   -73.691086  -80.        ...   0.          0.
    0.       ]
 [-67.99498   -73.719864  -80.        ...   0.          0.
    0.       ]
 [-68.01318   -73.72681   -80.        ...   0.          0.
    0.       ]]"
2460258.739870_Tautenburg___5638-8980kHz___10-11.2s___re,"'Redwing',",5638,8980,10,11.2,2023,11,10,Morning,05,Autumn,"[[ -7.4287314 -14.514535   -6.8667207 ...   0.          0.
    0.       ]
 [ -7.7986083  -8.163226   -8.935438  ...   0.          0.
    0.       ]
 [ -9.271552  -12.680408  -20.93942   ...   0.          0.
    0.       ]
 ...
 [-59.742855  -65.82827   -80.        ...   0.          0.
    0.       ]
 [-59.74763   -65.83297   -80.        ...   0.          0.
    0.       ]
 [-59.752186  -65.83299   -80.        ...   0.          0.
    0.       ]]"
2460258.740528_Tautenburg___5718-9060kHz___10-11.7s___re,"'Redwing',",5718,9060,10,11.7,2023,11,10,Morning,05,Autumn,"[[-13.440175   -7.5559025  -6.6927767 ...   0.          0.
    0.       ]
 [ -7.8179364  -2.730979   -3.3024645 ...   0.          0.
    0.       ]
 [ -7.230828   -3.531086   -5.1530147 ...   0.          0.
    0.       ]
 ...
 [-68.39517   -74.62206   -80.        ...   0.          0.
    0.       ]
 [-68.403114  -74.62487   -80.        ...   0.          0.
    0.       ]
 [-68.40602   -74.6291    -80.        ...   0.          0.
    0.       ]]"
2460259.165558_Tautenburg___6141-9161kHz___10-13.4s___re,"'Redwing',",6141,9161,10,13.4,2023,11,10,Afternoon,15,Autumn,"[[-12.115935 -33.1187   -12.105691 ...   0.         0.         0.      ]
 [-10.961466  -8.553987  -9.223852 ...   0.         0.         0.      ]
 [-10.694067  -9.650136 -14.004211 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460259.165608_Tautenburg___6262-9544kHz___10-11s___re,"'Redwing',",6262,9544,10,11.0,2023,11,10,Afternoon,15,Autumn,"[[-17.887497 -41.229546 -31.07797  ...   0.         0.         0.      ]
 [-16.900518 -13.915403 -11.765648 ...   0.         0.         0.      ]
 [-18.782667 -12.687562  -8.801084 ...   0.         0.         0.      ]
 ...
 [-65.58661  -71.675354 -80.       ...   0.         0.         0.      ]
 [-65.5959   -71.680756 -80.       ...   0.         0.         0.      ]
 [-65.59381  -71.68394  -80.       ...   0.         0.         0.      ]]"
2460259.165755_Tautenburg___5558-8779kHz___10-11.3s___re,"'Redwing',",5558,8779,10,11.3,2023,11,10,Afternoon,15,Autumn,"[[-34.073498 -27.206995 -20.663105 ... -31.531216 -23.163626 -28.007126]
 [-22.06044  -19.726788 -19.136446 ... -14.272484 -16.678091 -16.51705 ]
 [-18.162064 -12.084356  -8.184254 ... -12.214077 -22.622982 -10.382208]
 ...
 [-80.       -80.       -80.       ... -80.       -80.       -66.64957 ]
 [-80.       -80.       -80.       ... -80.       -80.       -66.651276]
 [-80.       -80.       -80.       ... -80.       -80.       -66.65172 ]]"
2460259.165812_Tautenburg___6101-9403kHz___10-11.5s___re,"'Redwing',",6101,9403,10,11.5,2023,11,10,Afternoon,15,Autumn,"[[-18.9408   -20.632399 -22.72322  ...   0.         0.         0.      ]
 [-18.221622 -21.50362  -20.311188 ...   0.         0.         0.      ]
 [-20.141472 -11.43067   -8.810205 ...   0.         0.         0.      ]
 ...
 [-70.43095  -76.49777  -80.       ...   0.         0.         0.      ]
 [-70.42724  -76.50071  -80.       ...   0.         0.         0.      ]
 [-70.43326  -76.50374  -80.       ...   0.         0.         0.      ]]"
2460259.165846_Tautenburg___6181-8859kHz___10-11.4s___re,"'Redwing',",6181,8859,10,11.4,2023,11,10,Afternoon,15,Autumn,"[[-21.862911  -16.624847  -37.714172  ...   0.          0.
    0.       ]
 [-16.683098  -10.22418    -8.340172  ...   0.          0.
    0.       ]
 [-16.19695   -10.036592   -5.5298567 ...   0.          0.
    0.       ]
 ...
 [-69.43222   -75.41635   -80.        ...   0.          0.
    0.       ]
 [-69.44154   -75.42287   -80.        ...   0.          0.
    0.       ]
 [-69.443596  -75.42373   -80.        ...   0.          0.
    0.       ]]"
2460259.165878_Tautenburg___5879-8315kHz___10-11.2s___re,"'Redwing',",5879,8315,10,11.2,2023,11,10,Afternoon,15,Autumn,"[[-17.697828  -13.819245  -11.64821   ...   0.          0.
    0.       ]
 [-15.800323   -8.316415   -5.794429  ...   0.          0.
    0.       ]
 [-14.595527   -7.688737   -7.4747972 ...   0.          0.
    0.       ]
 ...
 [-77.54315   -80.        -80.        ...   0.          0.
    0.       ]
 [-77.543816  -80.        -80.        ...   0.          0.
    0.       ]
 [-77.550606  -80.        -80.        ...   0.          0.
    0.       ]]"
2460259.165887_Tautenburg___5920-9363kHz___10-11.1s___re,"'Redwing',",5920,9363,10,11.1,2023,11,10,Afternoon,15,Autumn,"[[-42.007084 -16.29293  -11.570402 ...   0.         0.         0.      ]
 [-25.83876  -14.647004 -13.612553 ...   0.         0.         0.      ]
 [-19.4774   -14.894573 -30.565628 ...   0.         0.         0.      ]
 ...
 [-65.25268  -71.40628  -80.       ...   0.         0.         0.      ]
 [-65.2569   -71.408806 -80.       ...   0.         0.         0.      ]
 [-65.25868  -71.40876  -80.       ...   0.         0.         0.      ]]"
2460259.166335_Tautenburg___5658-8718kHz___10-11.4s___re,"'Redwing',",5658,8718,10,11.4,2023,11,10,Afternoon,15,Autumn,"[[ -9.041512   -9.191383  -32.94012   ...   0.          0.
    0.       ]
 [ -9.239522  -16.906301  -10.245116  ...   0.          0.
    0.       ]
 [ -7.4805408  -9.83551    -9.015274  ...   0.          0.
    0.       ]
 ...
 [-76.16237   -80.        -80.        ...   0.          0.
    0.       ]
 [-76.17004   -80.        -80.        ...   0.          0.
    0.       ]
 [-76.16609   -80.        -80.        ...   0.          0.
    0.       ]]"
2460259.166451_Tautenburg___5899-8315kHz___10-11.6s___re,"'Redwing',",5899,8315,10,11.6,2023,11,10,Afternoon,15,Autumn,"[[-28.311089 -12.423218 -13.719055 ...   0.         0.         0.      ]
 [-16.888435 -10.96636  -17.490685 ...   0.         0.         0.      ]
 [-13.112036 -11.457189 -15.212321 ...   0.         0.         0.      ]
 ...
 [-78.23862  -80.       -80.       ...   0.         0.         0.      ]
 [-78.242645 -80.       -80.       ...   0.         0.         0.      ]
 [-78.24669  -80.       -80.       ...   0.         0.         0.      ]]"
2460259.166779_Tautenburg___6000-9725kHz___10-11.3s___re,"'Redwing',",6000,9725,10,11.3,2023,11,10,Afternoon,16,Autumn,"[[-30.519688 -30.250254 -24.867746 ...   0.         0.         0.      ]
 [-20.33826  -18.844627 -16.216076 ...   0.         0.         0.      ]
 [-16.20444   -8.914722  -7.038497 ...   0.         0.         0.      ]
 ...
 [-73.07876  -79.13476  -80.       ...   0.         0.         0.      ]
 [-73.081726 -79.13864  -80.       ...   0.         0.         0.      ]
 [-73.08587  -79.13971  -80.       ...   0.         0.         0.      ]]"
2460259.166850_Tautenburg___5960-8879kHz___10-16.1s___re,"'Redwing',",5960,8879,10,16.1,2023,11,10,Afternoon,16,Autumn,"[[-10.601955   -9.54165   -16.737059  ...   0.          0.
    0.       ]
 [-12.7098465 -16.391584  -12.833201  ...   0.          0.
    0.       ]
 [-11.5954895 -15.188757  -27.294802  ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2460259.167717_Tautenburg___5658-8416kHz___10-13.2s___re,"'Redwing',",5658,8416,10,13.2,2023,11,10,Afternoon,16,Autumn,"[[-22.135021 -35.317978 -16.673996 ...   0.         0.         0.      ]
 [-21.501652 -19.877419 -18.329758 ...   0.         0.         0.      ]
 [-23.593512 -16.16661  -19.104319 ...   0.         0.         0.      ]
 ...
 [-75.755325 -80.       -80.       ...   0.         0.         0.      ]
 [-75.77071  -80.       -80.       ...   0.         0.         0.      ]
 [-75.77193  -80.       -80.       ...   0.         0.         0.      ]]"
2460259.167750_Tautenburg___6161-8275kHz___10-13s___re,"'Redwing',",6161,8275,10,13.0,2023,11,10,Afternoon,16,Autumn,"[[-19.051767 -15.2414   -46.454437 ...   0.         0.         0.      ]
 [-21.818972 -16.465355 -14.953934 ...   0.         0.         0.      ]
 [-23.75597  -17.661026 -12.1369   ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460259.168547_Tautenburg___5859-8859kHz___10-11.3s___re,"'Redwing',",5859,8859,10,11.3,2023,11,10,Afternoon,16,Autumn,"[[-23.86673  -30.98116  -17.210073 ...   0.         0.         0.      ]
 [-22.65088  -15.317928 -13.850815 ...   0.         0.         0.      ]
 [-21.391317 -11.177666 -11.43281  ...   0.         0.         0.      ]
 ...
 [-75.53075  -80.       -80.       ...   0.         0.         0.      ]
 [-75.535774 -80.       -80.       ...   0.         0.         0.      ]
 [-75.53504  -80.       -80.       ...   0.         0.         0.      ]]"
2460259.172706_Tautenburg___5940-9564kHz___10-14.9s___re,"'Redwing',",5940,9564,10,14.9,2023,11,10,Afternoon,16,Autumn,"[[-11.641245 -16.367945 -21.807545 ...   0.         0.         0.      ]
 [-11.819771 -11.394249 -19.376135 ...   0.         0.         0.      ]
 [-12.582263 -13.207495 -14.795855 ...   0.         0.         0.      ]
 ...
 [-78.29033  -80.       -80.       ...   0.         0.         0.      ]
 [-78.30965  -80.       -80.       ...   0.         0.         0.      ]
 [-78.3112   -80.       -80.       ...   0.         0.         0.      ]]"
2460259.193132_Tautenburg___6282-8980kHz___10-11.5s___re,"'Redwing',",6282,8980,10,11.5,2023,11,10,Afternoon,16,Autumn,"[[-25.899296 -36.52908  -18.968351 ...   0.         0.         0.      ]
 [-22.48486  -19.927265 -21.690134 ...   0.         0.         0.      ]
 [-18.725386 -15.37948  -21.268023 ...   0.         0.         0.      ]
 ...
 [-71.67169  -77.59436  -80.       ...   0.         0.         0.      ]
 [-71.68182  -77.606155 -80.       ...   0.         0.         0.      ]
 [-71.68582  -77.60918  -80.       ...   0.         0.         0.      ]]"
2460259.193356_Tautenburg___5678-8738kHz___10-11.3s___re,"'Redwing',",5678,8738,10,11.3,2023,11,10,Afternoon,16,Autumn,"[[-19.213234 -21.157064 -20.24664  ...   0.         0.         0.      ]
 [-18.801958 -13.246886 -13.427341 ...   0.         0.         0.      ]
 [-17.076109 -11.976782 -13.093459 ...   0.         0.         0.      ]
 ...
 [-70.91479  -76.880005 -80.       ...   0.         0.         0.      ]
 [-70.9241   -76.888535 -80.       ...   0.         0.         0.      ]
 [-70.925186 -76.89009  -80.       ...   0.         0.         0.      ]]"
2460259.241831_Tautenburg___5537-8698kHz___10-11.7s___re,"'Redwing',",5537,8698,10,11.7,2023,11,10,Evening,17,Autumn,"[[-13.485682 -13.76698  -36.504723 ...   0.         0.         0.      ]
 [-15.149467 -17.218533 -18.671011 ...   0.         0.         0.      ]
 [-15.564968 -22.803026 -17.875776 ...   0.         0.         0.      ]
 ...
 [-79.05876  -80.       -80.       ...   0.         0.         0.      ]
 [-79.063416 -80.       -80.       ...   0.         0.         0.      ]
 [-79.06503  -80.       -80.       ...   0.         0.         0.      ]]"
2460259.277784_Tautenburg___6061-9806kHz___10-11.4s___re,"'Redwing',",6061,9806,10,11.4,2023,11,10,Evening,18,Autumn,"[[-16.762503  -11.63746   -22.882957  ...   0.          0.
    0.       ]
 [-13.802513   -9.55482    -9.853877  ...   0.          0.
    0.       ]
 [-11.0488405 -10.478638  -12.773514  ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2460259.277923_Tautenburg___5396-8758kHz___10-11.5s___re,"'Redwing',",5396,8758,10,11.5,2023,11,10,Evening,18,Autumn,"[[-17.272219 -12.048783 -13.418486 ...   0.         0.         0.      ]
 [-16.00553  -14.848971 -19.931486 ...   0.         0.         0.      ]
 [-14.300129 -16.101475 -19.381931 ...   0.         0.         0.      ]
 ...
 [-79.343445 -80.       -80.       ...   0.         0.         0.      ]
 [-79.39544  -80.       -80.       ...   0.         0.         0.      ]
 [-79.40651  -80.       -80.       ...   0.         0.         0.      ]]"
2460259.502494_Tautenburg___5738-8778kHz___10-12s___re,"'Redwing',",5738,8778,10,12.0,2023,11,11,Night,00,Autumn,"[[-29.852413 -22.757252 -20.671644 ...   0.         0.         0.      ]
 [-41.369568 -19.692274 -13.67878  ...   0.         0.         0.      ]
 [-23.974955 -16.248444 -13.420793 ...   0.         0.         0.      ]
 ...
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]
 [-80.       -80.       -80.       ...   0.         0.         0.      ]]"
2460259.533818_Tautenburg___5739-8618kHz___10-11.9s___re,"'Redwing',",5739,8618,10,11.9,2023,11,11,Night,00,Autumn,"[[-22.908173 -12.715912 -17.539347 ...   0.         0.         0.      ]
 [-22.858654 -12.735146 -14.005242 ...   0.         0.         0.      ]
 [-28.77772  -13.406912 -14.284423 ...   0.         0.         0.      ]
 ...
 [-76.55989  -80.       -80.       ...   0.         0.         0.      ]
 [-76.57447  -80.       -80.       ...   0.         0.         0.      ]
 [-76.5715   -80.       -80.       ...   0.         0.         0.      ]]"
2460259.550587_Tautenburg___6041-8900kHz___10-11.3s___re,"'Redwing',",6041,8900,10,11.3,2023,11,11,Night,01,Autumn,"[[-20.126371 -17.3082   -14.317103 ...   0.         0.         0.      ]
 [-21.940767 -17.255236  -9.792662 ...   0.         0.         0.      ]
 [-25.682539 -20.728666 -11.13697  ...   0.         0.         0.      ]
 ...
 [-76.46174  -80.       -80.       ...   0.         0.         0.      ]
 [-76.479576 -80.       -80.       ...   0.         0.         0.      ]
 [-76.47965  -80.       -80.       ...   0.         0.         0.      ]]"
2460259.731073_Tautenburg___6061-9182kHz___10-11.6s___re,"'Redwing',",6061,9182,10,11.6,2023,11,11,Morning,05,Autumn,"[[-18.035572  -15.597563  -34.92223   ...   0.          0.
    0.       ]
 [-19.21516   -12.636703  -16.884275  ...   0.          0.
    0.       ]
 [-17.816818   -8.2618265 -10.524275  ...   0.          0.
    0.       ]
 ...
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]
 [-80.        -80.        -80.        ...   0.          0.
    0.       ]]"
2460259.731988_Tautenburg___5698-9262kHz___10-13.7s___re,"'Redwing',",5698,9262,10,13.7,2023,11,11,Morning,05,Autumn,"[[-44.35871  -24.68782  -15.481524 ...   0.         0.         0.      ]
 [-28.966208 -30.64712  -17.245544 ...   0.         0.         0.      ]
 [-21.79751  -22.734842 -20.115639 ...   0.         0.         0.      ]
 ...
 [-69.09049  -75.07244  -80.       ...   0.         0.         0.      ]
 [-69.097534 -75.077835 -80.       ...   0.         0.         0.      ]
 [-69.0991   -75.07862  -80.       ...   0.         0.         0.      ]]"
