filename,species_code
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,cs
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,cs
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460260.734291_Tautenburg___4087-6785kHz___10-23.2s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460251.732269_Tautenburg___4027-8114kHz___10-18.5s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
2460259.736279_Tautenburg___3705-7249kHz___10-12s___d.,d.
