filename,juliandate,loc,low_freq,high_freq,start,end,species,species_eng,species_ger
2460033.505298_Tautenburg___705-5497kHz___10-38.4s___co,2460033.505298,Tautenburg,705.0,5497,10,38.4,co,Coot/Blaesshuhn,
2460033.506948_Tautenburg___5457-8940kHz___10-12s___re,2460033.506948,Tautenburg,5457.0,8940,10,12.0,re,Redwing/Rotdrossel,
2460033.514504_Tautenburg___5517-8940kHz___10-12.1s___re,2460033.514504,Tautenburg,5517.0,8940,10,12.1,re,Redwing/Rotdrossel,
2460033.544808_Tautenburg___4772-8396kHz___10-12.4s___re,2460033.544808,Tautenburg,4772.0,8396,10,12.4,re,Redwing/Rotdrossel,
2460033.582101_Tautenburg___4531-8336kHz___10-11.2s___re,2460033.582101,Tautenburg,4531.0,8336,10,11.2,re,Redwing/Rotdrossel,
2460033.593528_Tautenburg___5014-9061kHz___10-11.9s___re,2460033.593528,Tautenburg,5014.0,9061,10,11.9,re,Redwing/Rotdrossel,
2460033.624825_Tautenburg___1269-3886kHz___10-19.5s___t.,2460033.624825,Tautenburg,1269.0,3886,10,19.5,t.,Teal/Krickente,
2460033.662007_Tautenburg___5718-9101kHz___10-11.6s___re,2460033.662007,Tautenburg,5718.0,9101,10,11.6,re,Redwing/Rotdrossel,
2460033.663937_Tautenburg___444-3927kHz___10-24s___h.,2460033.663937,Tautenburg,444.0,3927,10,24.0,h.,Grey Heron/Graureiher,
2460033.667182_Tautenburg___5296-8175kHz___10-11.6s___re,2460033.667182,Tautenburg,5296.0,8175,10,11.6,re,Redwing/Rotdrossel,
2460033.667938_Tautenburg___5840-9041kHz___10-11.4s___re,2460033.667938,Tautenburg,5840.0,9041,10,11.4,re,Redwing/Rotdrossel,
2460034.294824_Tautenburg___2376-6644kHz___10-18.7s___co,2460034.294824,Tautenburg,2376.0,6644,10,18.7,co,Coot/Blaesshuhn,
2460034.411598_Tautenburg___6644-10872kHz___10-11.3s___st,2460034.411598,Tautenburg,6644.0,10872,10,11.3,st,Song Thrush/Singdrossel,
2460035.470921_Tautenburg___5879-8537kHz___10-10.9s___re,2460035.470921,Tautenburg,5879.0,8537,10,10.9,re,Redwing/Rotdrossel,
2460035.470930_Tautenburg___5356-7450kHz___10-10.9s___re,2460035.47093,Tautenburg,5356.0,7450,10,10.9,re,Redwing/Rotdrossel,
2460035.542263_Tautenburg___5738-8436kHz___10-11.4s___re,2460035.542263,Tautenburg,5738.0,8436,10,11.4,re,Redwing/Rotdrossel,
2460035.663636_Tautenburg___5759-9162kHz___10-11.6s___re,2460035.663636,Tautenburg,5759.0,9162,10,11.6,re,Redwing/Rotdrossel,
2460037.380248_Tautenburg___644-6664kHz___10-52.7s___mh,2460037.380248,Tautenburg,644.0,6664,10,52.7,mh,Moorhen/Teichhuhn,
2460037.389507_Tautenburg___423-5416kHz___10-19.4s___co,2460037.389507,Tautenburg,423.0,5416,10,19.4,co,Coot/Blaesshuhn,
2460038.463495_Tautenburg___262-5255kHz___10-12.2s___mh,2460038.463495,Tautenburg,262.0,5255,10,12.2,mh,Moorhen/Teichhuhn,
2460038.588718_Tautenburg___5779-10631kHz___10-11.9s___st,2460038.588718,Tautenburg,5779.0,10631,10,11.9,st,Song Thrush/Singdrossel,
2460039.602837_Tautenburg___6604-10289kHz___10-11.8s___st,2460039.602837,Tautenburg,6604.0,10289,10,11.8,st,Song Thrush/Singdrossel,
2460040.624677_Tautenburg___222-4893kHz___10-49.5s___h.,2460040.624677,Tautenburg,222.0,4893,10,49.5,h.,Grey Heron/Graureiher,
2460041.445851_Tautenburg___463-4611kHz___10-48.2s___mh,2460041.445851,Tautenburg,463.0,4611,10,48.2,mh,Moorhen/Teichhuhn,
2460041.453601_Tautenburg___4590-8718kHz___10-11.8s___re,2460041.453601,Tautenburg,4590.0,8718,10,11.8,re,Redwing/Rotdrossel,
2460041.484493_Tautenburg___6000-10349kHz___10-12.2s___st,2460041.484493,Tautenburg,6000.0,10349,10,12.2,st,Song Thrush/Singdrossel,
2460041.547125_Tautenburg___464-4491kHz___10-12.4s___mh,2460041.547125,Tautenburg,464.0,4491,10,12.4,mh,Moorhen/Teichhuhn,
2460041.582684_Tautenburg___625-5578kHz___10-14.1s___mh,2460041.582684,Tautenburg,625.0,5578,10,14.1,mh,Moorhen/Teichhuhn,
2460041.631510_Tautenburg___5799-11255kHz___10-11.4s___st,2460041.63151,Tautenburg,5799.0,11255,10,11.4,st,Song Thrush/Singdrossel,
2460042.438239_Tautenburg___5094-10309kHz___10-13.1s___st,2460042.438239,Tautenburg,5094.0,10309,10,13.1,st,Song Thrush/Singdrossel,
2460042.441333_Tautenburg___1329-4893kHz___10-26.5s___t.,2460042.441333,Tautenburg,1329.0,4893,10,26.5,t.,Teal/Krickente,
2460042.486316_Tautenburg___5135-8840kHz___10-11.9s___re,2460042.486316,Tautenburg,5135.0,8840,10,11.9,re,Redwing/Rotdrossel,
2460042.517356_Tautenburg___684-7248kHz___10-11.6s___mh,2460042.517356,Tautenburg,684.0,7248,10,11.6,mh,Moorhen/Teichhuhn,
2460043.444291_Tautenburg___4369-8960kHz___10-12.5s___re,2460043.444291,Tautenburg,4369.0,8960,10,12.5,re,Redwing/Rotdrossel,
2460043.639364_Tautenburg___5638-10571kHz___10-11.4s___st,2460043.639364,Tautenburg,5638.0,10571,10,11.4,st,Song Thrush/Singdrossel,
2460043.641000_Tautenburg___4772-9685kHz___10-15.9s___re,2460043.641,Tautenburg,4772.0,9685,10,15.9,re,Redwing/Rotdrossel,
2460043.641091_Tautenburg___5115-8920kHz___10-14.4s___re,2460043.641091,Tautenburg,5115.0,8920,10,14.4,re,Redwing/Rotdrossel,
2460044.289479_Tautenburg___302-7752kHz___10-78.6s___co,2460044.289479,Tautenburg,302.0,7752,10,78.6,co,Coot/Blaesshuhn,
2460044.444642_Tautenburg___5356-8839kHz___10-11.3s___re,2460044.444642,Tautenburg,5356.0,8839,10,11.3,re,Redwing/Rotdrossel,
2460044.494523_Tautenburg___6484-10571kHz___10-11.3s___st,2460044.494523,Tautenburg,6484.0,10571,10,11.3,st,Song Thrush/Singdrossel,
2460044.496150_Tautenburg___6141-10148kHz___10-11.7s___st,2460044.49615,Tautenburg,6141.0,10148,10,11.7,st,Song Thrush/Singdrossel,
2460044.496212_Tautenburg___4430-9262kHz___10-17.5s___re,2460044.496212,Tautenburg,4430.0,9262,10,17.5,re,Redwing/Rotdrossel,
2460044.496285_Tautenburg___4510-8778kHz___10-12.5s___re,2460044.496285,Tautenburg,4510.0,8778,10,12.5,re,Redwing/Rotdrossel,
2460044.506760_Tautenburg___5095-8618kHz___10-11.9s___re,2460044.50676,Tautenburg,5095.0,8618,10,11.9,re,Redwing/Rotdrossel,
2460044.537446_Tautenburg___5276-8719kHz___10-11.6s___re,2460044.537446,Tautenburg,5276.0,8719,10,11.6,re,Redwing/Rotdrossel,
2460044.542799_Tautenburg___4812-8517kHz___10-11.5s___re,2460044.542799,Tautenburg,4812.0,8517,10,11.5,re,Redwing/Rotdrossel,
2460044.543657_Tautenburg___101-4390kHz___10-13.2s___bh,2460044.543657,Tautenburg,101.0,4390,10,13.2,bh,Black-headed Gull/Lachmoewe,
2460044.566500_Tautenburg___5799-8759kHz___10-11.4s___re,2460044.5665,Tautenburg,5799.0,8759,10,11.4,re,Redwing/Rotdrossel,
2460044.584246_Tautenburg___5356-8537kHz___10-11.7s___re,2460044.584246,Tautenburg,5356.0,8537,10,11.7,re,Redwing/Rotdrossel,
2460044.598128_Tautenburg___4410-8517kHz___10-11.9s___re,2460044.598128,Tautenburg,4410.0,8517,10,11.9,re,Redwing/Rotdrossel,
2460044.598169_Tautenburg___4550-9282kHz___10-12.6s___re,2460044.598169,Tautenburg,4550.0,9282,10,12.6,re,Redwing/Rotdrossel,
2460044.623390_Tautenburg___5053-8295kHz___10-12s___re,2460044.62339,Tautenburg,5053.0,8295,10,12.0,re,Redwing/Rotdrossel,
2460046.393749_Tautenburg___503-4953kHz___10-16.8s___mh,2460046.393749,Tautenburg,503.0,4953,10,16.8,mh,Moorhen/Teichhuhn,
2460046.421958_Tautenburg___5256-8779kHz___10-12s___re,2460046.421958,Tautenburg,5256.0,8779,10,12.0,re,Redwing/Rotdrossel,
2460046.434388_Tautenburg___5235-8779kHz___10-11.7s___re,2460046.434388,Tautenburg,5235.0,8779,10,11.7,re,Redwing/Rotdrossel,
2460046.490215_Tautenburg___5135-8658kHz___10-11.4s___re,2460046.490215,Tautenburg,5135.0,8658,10,11.4,re,Redwing/Rotdrossel,
2460046.537615_Tautenburg___5013-9201kHz___10-11.3s___re,2460046.537615,Tautenburg,5013.0,9201,10,11.3,re,Redwing/Rotdrossel,
2460046.582607_Tautenburg___4812-8799kHz___10-11.8s___re,2460046.582607,Tautenburg,4812.0,8799,10,11.8,re,Redwing/Rotdrossel,
2460046.633855_Tautenburg___5034-8940kHz___10-11.8s___re,2460046.633855,Tautenburg,5034.0,8940,10,11.8,re,Redwing/Rotdrossel,
2460046.638528_Tautenburg___4832-8658kHz___10-11.6s___re,2460046.638528,Tautenburg,4832.0,8658,10,11.6,re,Redwing/Rotdrossel,
2460047.459259_Tautenburg___5296-9343kHz___10-11.8s___re,2460047.459259,Tautenburg,5296.0,9343,10,11.8,re,Redwing/Rotdrossel,
2460048.382970_Tautenburg___5437-8960kHz___10-11.7s___re,2460048.38297,Tautenburg,5437.0,8960,10,11.7,re,Redwing/Rotdrossel,
2460048.389983_Tautenburg___5135-8638kHz___10-11.8s___re,2460048.389983,Tautenburg,5135.0,8638,10,11.8,re,Redwing/Rotdrossel,
2460048.417302_Tautenburg___5597-8939kHz___10-11.4s___re,2460048.417302,Tautenburg,5597.0,8939,10,11.4,re,Redwing/Rotdrossel,
2460048.483041_Tautenburg___5960-10329kHz___10-11.3s___st,2460048.483041,Tautenburg,5960.0,10329,10,11.3,st,Song Thrush/Singdrossel,
2460048.550605_Tautenburg___5698-9624kHz___10-11.6s___re,2460048.550605,Tautenburg,5698.0,9624,10,11.6,re,Redwing/Rotdrossel,
2460048.607215_Tautenburg___6302-9624kHz___10-11.3s___st,2460048.607215,Tautenburg,6302.0,9624,10,11.3,st,Song Thrush/Singdrossel,
2460048.607270_Tautenburg___5577-9564kHz___10-15.1s___st,2460048.60727,Tautenburg,5577.0,9564,10,15.1,st,Song Thrush/Singdrossel,
2460048.616611_Tautenburg___5719-9504kHz___10-17.1s___st,2460048.616611,Tautenburg,5719.0,9504,10,17.1,st,Song Thrush/Singdrossel,
2460048.616862_Tautenburg___5880-9343kHz___10-11.7s___st,2460048.616862,Tautenburg,5880.0,9343,10,11.7,st,Song Thrush/Singdrossel,
2460048.632008_Tautenburg___5980-10530kHz___10-11.3s___st,2460048.632008,Tautenburg,5980.0,10530,10,11.3,st,Song Thrush/Singdrossel,
2460172.341674_Tautenburg___282-2316kHz___10-182s___to,2460172.341674,Tautenburg,282.0,2316,10,182.0,to,Tawny Owl/Waldkauz,
2460172.397993_Tautenburg___484-3987kHz___10-76.8s___h.,2460172.397993,Tautenburg,484.0,3987,10,76.8,h.,Grey Heron/Graureiher,
2460172.569186_Tautenburg___322-4309kHz___10-102.7s___to,2460172.569186,Tautenburg,322.0,4309,10,102.7,to,Tawny Owl/Waldkauz,
2460172.604672_Tautenburg___3141-7067kHz___10-13.1s___cs,2460172.604672,Tautenburg,3141.0,7067,10,13.1,cs,Common Sandpiper/Flussuferlaeufer,
2460173.303240_Tautenburg___443-5678kHz___10-122.7s___to,2460173.30324,Tautenburg,443.0,5678,10,122.7,to,Tawny Owl/Waldkauz,
2460174.628332_Tautenburg___3604-7188kHz___10-11.8s___cs,2460174.628332,Tautenburg,3604.0,7188,10,11.8,cs,Common Sandpiper/Flussuferlaeufer,
2460175.313397_Tautenburg___404-6219kHz___10-23.9s___to,2460175.313397,Tautenburg,404.0,6219,10,23.9,to,Tawny Owl/Waldkauz,
2460175.643998_Tautenburg___5960-11034kHz___10-16.9s___st,2460175.643998,Tautenburg,5960.0,11034,10,16.9,st,Song Thrush/Singdrossel,
2460177.318427_Tautenburg___332-7545kHz___10-73.3s___to,2460177.318427,Tautenburg,332.0,7545,10,73.3,to,Tawny Owl/Waldkauz,
2460177.482357_Tautenburg___420-3651kHz___10-29.9s___to,2460177.482357,Tautenburg,420.0,3651,10,29.9,to,Tawny Owl/Waldkauz,
2460177.611945_Tautenburg___684-10248kHz___10-161.2s___to,2460177.611945,Tautenburg,684.0,10248,10,161.2,to,Tawny Owl/Waldkauz,
2460179.387913_Tautenburg___442-2467kHz___10-24.8s___to,2460179.387913,Tautenburg,442.0,2467,10,24.8,to,Tawny Owl/Waldkauz,
2460179.388796_Tautenburg___608-5597kHz___10-17.8s___to,2460179.388796,Tautenburg,608.0,5597,10,17.8,to,Tawny Owl/Waldkauz,
2460179.666705_Tautenburg___1430-5719kHz___10-30.5s___cr,2460179.666705,Tautenburg,1430.0,5719,10,30.5,cr,Common Crossbill/Fichtenkreuzschnabel,
2460180.348705_Tautenburg___464-2477kHz___10-76.9s___to,2460180.348705,Tautenburg,464.0,2477,10,76.9,to,Tawny Owl/Waldkauz,
2460180.355374_Tautenburg___403-6685kHz___10-22.8s___to,2460180.355374,Tautenburg,403.0,6685,10,22.8,to,Tawny Owl/Waldkauz,
2460180.355778_Tautenburg___443-6846kHz___10-21s___to,2460180.355778,Tautenburg,443.0,6846,10,21.0,to,Tawny Owl/Waldkauz,
2460180.616027_Tautenburg___383-9766kHz___10-46.3s___to,2460180.616027,Tautenburg,383.0,9766,10,46.3,to,Tawny Owl/Waldkauz,
2460182.318858_Tautenburg___368-6947kHz___10-20.8s___to,2460182.318858,Tautenburg,368.0,6947,10,20.8,to,Tawny Owl/Waldkauz,
2460183.422438_Tautenburg___483-9503kHz___10-48.2s___to,2460183.422438,Tautenburg,483.0,9503,10,48.2,to,Tawny Owl/Waldkauz,
2460183.645564_Tautenburg___6625-10974kHz___10-11.7s___st,2460183.645564,Tautenburg,6625.0,10974,10,11.7,st,Song Thrush/Singdrossel,
2460183.651132_Tautenburg___6000-9262kHz___10-10.8s___st,2460183.651132,Tautenburg,6000.0,9262,10,10.8,st,Song Thrush/Singdrossel,
2460183.651440_Tautenburg___6262-9745kHz___10-11.6s___st,2460183.65144,Tautenburg,6262.0,9745,10,11.6,st,Song Thrush/Singdrossel,
2460186.288761_Tautenburg___443-8920kHz___10-206.6s___to,2460186.288761,Tautenburg,443.0,8920,10,206.6,to,Tawny Owl/Waldkauz,
2460186.424809_Tautenburg___886-5114kHz___10-13s___to,2460186.424809,Tautenburg,886.0,5114,10,13.0,to,Tawny Owl/Waldkauz,
2460186.641923_Tautenburg___6242-9886kHz___10-11.8s___st,2460186.641923,Tautenburg,6242.0,9886,10,11.8,st,Song Thrush/Singdrossel,
2460186.641932_Tautenburg___6684-10832kHz___10-11.2s___st,2460186.641932,Tautenburg,6684.0,10832,10,11.2,st,Song Thrush/Singdrossel,
2460186.642022_Tautenburg___6443-10168kHz___10-11.7s___st,2460186.642022,Tautenburg,6443.0,10168,10,11.7,st,Song Thrush/Singdrossel,
2460187.267519_Tautenburg___6221-10409kHz___10-14.3s___st,2460187.267519,Tautenburg,6221.0,10409,10,14.3,st,Song Thrush/Singdrossel,
2460188.492405_Tautenburg___564-8316kHz___10-83.7s___to,2460188.492405,Tautenburg,564.0,8316,10,83.7,to,Tawny Owl/Waldkauz,
2460188.561915_Tautenburg___423-8316kHz___10-284.6s___to,2460188.561915,Tautenburg,423.0,8316,10,284.6,to,Tawny Owl/Waldkauz,
2460188.608683_Tautenburg___6826-10813kHz___10-12.1s___st,2460188.608683,Tautenburg,6826.0,10813,10,12.1,st,Song Thrush/Singdrossel,
2460189.463340_Tautenburg___886-9161kHz___10-36.5s___to,2460189.46334,Tautenburg,886.0,9161,10,36.5,to,Tawny Owl/Waldkauz,
2460190.265248_Tautenburg___483-2255kHz___10-18.5s___to,2460190.265248,Tautenburg,483.0,2255,10,18.5,to,Tawny Owl/Waldkauz,
2460190.274022_Tautenburg___463-8013kHz___10-28.6s___to,2460190.274022,Tautenburg,463.0,8013,10,28.6,to,Tawny Owl/Waldkauz,
2460190.496242_Tautenburg___6060-9886kHz___10-11.7s___st,2460190.496242,Tautenburg,6060.0,9886,10,11.7,st,Song Thrush/Singdrossel,
2460190.553251_Tautenburg___5537-10409kHz___10-14.7s___st,2460190.553251,Tautenburg,5537.0,10409,10,14.7,st,Song Thrush/Singdrossel,
2460190.575016_Tautenburg___1027-3222kHz___10-66.7s___to,2460190.575016,Tautenburg,1027.0,3222,10,66.7,to,Tawny Owl/Waldkauz,
2460190.603130_Tautenburg___483-8235kHz___10-46.6s___to,2460190.60313,Tautenburg,483.0,8235,10,46.6,to,Tawny Owl/Waldkauz,
2460190.641883_Tautenburg___6202-9725kHz___10-11.4s___st,2460190.641883,Tautenburg,6202.0,9725,10,11.4,st,Song Thrush/Singdrossel,
2460190.655638_Tautenburg___4390-7309kHz___10-15.5s___tp,2460190.655638,Tautenburg,4390.0,7309,10,15.5,tp,Tree Pipit/Baumpieper,
2460190.663352_Tautenburg___3584-7651kHz___10-16.6s___tp,2460190.663352,Tautenburg,3584.0,7651,10,16.6,tp,Tree Pipit/Baumpieper,
2460190.664220_Tautenburg___6463-10309kHz___10-11.1s___st,2460190.66422,Tautenburg,6463.0,10309,10,11.1,st,Song Thrush/Singdrossel,
2460190.665157_Tautenburg___3765-7389kHz___10-19.9s___tp,2460190.665157,Tautenburg,3765.0,7389,10,19.9,tp,Tree Pipit/Baumpieper,
2460190.665307_Tautenburg___4088-7491kHz___10-11.4s___tp,2460190.665307,Tautenburg,4088.0,7491,10,11.4,tp,Tree Pipit/Baumpieper,
2460191.261383_Tautenburg___926-8054kHz___10-17.1s___to,2460191.261383,Tautenburg,926.0,8054,10,17.1,to,Tawny Owl/Waldkauz,
2460191.317110_Tautenburg___202-6283kHz___10-33s___h.,2460191.31711,Tautenburg,202.0,6283,10,33.0,h.,Grey Heron/Graureiher,
2460191.317263_Tautenburg___342-3100kHz___10-103.3s___na,2460191.317263,Tautenburg,342.0,3100,10,103.3,na,night heron/Nachtreiher,
2460191.513063_Tautenburg___5819-9564kHz___10-12.6s___st,2460191.513063,Tautenburg,5819.0,9564,10,12.6,st,Song Thrush/Singdrossel,
2460191.561178_Tautenburg___4994-9303kHz___10-11.6s___st,2460191.561178,Tautenburg,4994.0,9303,10,11.6,st,Song Thrush/Singdrossel,
2460191.589784_Tautenburg___503-6181kHz___10-107.4s___to,2460191.589784,Tautenburg,503.0,6181,10,107.4,to,Tawny Owl/Waldkauz,
2460191.639956_Tautenburg___5980-10550kHz___10-11.3s___st,2460191.639956,Tautenburg,5980.0,10550,10,11.3,st,Song Thrush/Singdrossel,
2460191.645807_Tautenburg___6625-11256kHz___10-18.3s___st,2460191.645807,Tautenburg,6625.0,11256,10,18.3,st,Song Thrush/Singdrossel,
2460191.651552_Tautenburg___6322-9946kHz___10-12.7s___st,2460191.651552,Tautenburg,6322.0,9946,10,12.7,st,Song Thrush/Singdrossel,
2460191.651620_Tautenburg___6060-9926kHz___10-11.9s___st,2460191.65162,Tautenburg,6060.0,9926,10,11.9,st,Song Thrush/Singdrossel,
2460191.662250_Tautenburg___403-4953kHz___10-105.7s___to,2460191.66225,Tautenburg,403.0,4953,10,105.7,to,Tawny Owl/Waldkauz,
2460192.289121_Tautenburg___564-3987kHz___10-44.3s___h.,2460192.289121,Tautenburg,564.0,3987,10,44.3,h.,Grey Heron/Graureiher,
2460192.358968_Tautenburg___504-6081kHz___10-15.7s___to,2460192.358968,Tautenburg,504.0,6081,10,15.7,to,Tawny Owl/Waldkauz,
2460192.505778_Tautenburg___504-6061kHz___10-72.4s___to,2460192.505778,Tautenburg,504.0,6061,10,72.4,to,Tawny Owl/Waldkauz,
2460192.637585_Tautenburg___6504-10551kHz___10-11.7s___st,2460192.637585,Tautenburg,6504.0,10551,10,11.7,st,Song Thrush/Singdrossel,
2460192.637744_Tautenburg___6282-11094kHz___10-11.7s___st,2460192.637744,Tautenburg,6282.0,11094,10,11.7,st,Song Thrush/Singdrossel,
2460192.638982_Tautenburg___6342-9704kHz___10-28.6s___st,2460192.638982,Tautenburg,6342.0,9704,10,28.6,st,Song Thrush/Singdrossel,
2460192.639175_Tautenburg___5799-9443kHz___10-11.7s___st,2460192.639175,Tautenburg,5799.0,9443,10,11.7,st,Song Thrush/Singdrossel,
2460192.639274_Tautenburg___5779-9826kHz___10-12s___st,2460192.639274,Tautenburg,5779.0,9826,10,12.0,st,Song Thrush/Singdrossel,
2460192.642476_Tautenburg___6161-10450kHz___10-11.6s___st,2460192.642476,Tautenburg,6161.0,10450,10,11.6,st,Song Thrush/Singdrossel,
2460193.277537_Tautenburg___282-4490kHz___10-69.6s___to,2460193.277537,Tautenburg,282.0,4490,10,69.6,to,Tawny Owl/Waldkauz,
2460193.501368_Tautenburg___564-7732kHz___10-22.9s___to,2460193.501368,Tautenburg,564.0,7732,10,22.9,to,Tawny Owl/Waldkauz,
2460193.571605_Tautenburg___403-10088kHz___10-49.9s___to,2460193.571605,Tautenburg,403.0,10088,10,49.9,to,Tawny Owl/Waldkauz,
2460193.580814_Tautenburg___403-7470kHz___10-206.4s___to,2460193.580814,Tautenburg,403.0,7470,10,206.4,to,Tawny Owl/Waldkauz,
2460193.652409_Tautenburg___5578-9947kHz___10-11.7s___st,2460193.652409,Tautenburg,5578.0,9947,10,11.7,st,Song Thrush/Singdrossel,
2460194.287313_Tautenburg___222-6645kHz___10-66.1s___to,2460194.287313,Tautenburg,222.0,6645,10,66.1,to,Tawny Owl/Waldkauz,
2460194.292933_Tautenburg___382-3322kHz___10-61.7s___h.,2460194.292933,Tautenburg,382.0,3322,10,61.7,h.,Grey Heron/Graureiher,
2460194.292935_Tautenburg___805-4349kHz___10-37.8s___h.,2460194.292935,Tautenburg,805.0,4349,10,37.8,h.,Grey Heron/Graureiher,
2460194.324452_Tautenburg___342-4550kHz___10-12.7s___h.,2460194.324452,Tautenburg,342.0,4550,10,12.7,h.,Grey Heron/Graureiher,
2460194.354938_Tautenburg___323-6766kHz___10-75.3s___to,2460194.354938,Tautenburg,323.0,6766,10,75.3,to,Tawny Owl/Waldkauz,
2460194.420431_Tautenburg___322-8436kHz___10-23.6s___to,2460194.420431,Tautenburg,322.0,8436,10,23.6,to,Tawny Owl/Waldkauz,
2460194.441568_Tautenburg___463-10027kHz___10-22.2s___to,2460194.441568,Tautenburg,463.0,10027,10,22.2,to,Tawny Owl/Waldkauz,
2460194.555355_Tautenburg___322-10772kHz___10-17.1s___to,2460194.555355,Tautenburg,322.0,10772,10,17.1,to,Tawny Owl/Waldkauz,
2460194.593976_Tautenburg___866-9443kHz___10-77.5s___to,2460194.593976,Tautenburg,866.0,9443,10,77.5,to,Tawny Owl/Waldkauz,
2460194.600475_Tautenburg___504-9343kHz___10-22.8s___to,2460194.600475,Tautenburg,504.0,9343,10,22.8,to,Tawny Owl/Waldkauz,
2460194.653256_Tautenburg___6443-10128kHz___10-17s___st,2460194.653256,Tautenburg,6443.0,10128,10,17.0,st,Song Thrush/Singdrossel,
2460194.653498_Tautenburg___6020-9986kHz___10-11.9s___st,2460194.653498,Tautenburg,6020.0,9986,10,11.9,st,Song Thrush/Singdrossel,
2460194.654020_Tautenburg___5336-10752kHz___10-11.5s___st,2460194.65402,Tautenburg,5336.0,10752,10,11.5,st,Song Thrush/Singdrossel,
2460194.654090_Tautenburg___5557-9503kHz___10-12s___st,2460194.65409,Tautenburg,5557.0,9503,10,12.0,st,Song Thrush/Singdrossel,
2460195.276688_Tautenburg___302-5134kHz___10-34.4s___h.,2460195.276688,Tautenburg,302.0,5134,10,34.4,h.,Grey Heron/Graureiher,
2460195.483451_Tautenburg___503-5295kHz___10-48.9s___h.,2460195.483451,Tautenburg,503.0,5295,10,48.9,h.,Grey Heron/Graureiher,
2460195.517745_Tautenburg___362-3302kHz___10-156.9s___to,2460195.517745,Tautenburg,362.0,3302,10,156.9,to,Tawny Owl/Waldkauz,
2460195.534183_Tautenburg___0-2416kHz___10-188.8s___eo,2460195.534183,Tautenburg,0.0,2416,10,188.8,eo,Eagle Owl/Uhu,
2460195.556292_Tautenburg___0-2034kHz___10-42.6s___eo,2460195.556292,Tautenburg,0.0,2034,10,42.6,eo,Eagle Owl/Uhu,
2460197.266616_Tautenburg___523-7651kHz___10-15.8s___to,2460197.266616,Tautenburg,523.0,7651,10,15.8,to,Tawny Owl/Waldkauz,
2460197.321149_Tautenburg___504-3283kHz___10-52.7s___h.,2460197.321149,Tautenburg,504.0,3283,10,52.7,h.,Grey Heron/Graureiher,
2460197.321207_Tautenburg___484-3665kHz___10-23.5s___h.,2460197.321207,Tautenburg,484.0,3665,10,23.5,h.,Grey Heron/Graureiher,
2460197.343331_Tautenburg___383-4349kHz___10-11.6s___h.,2460197.343331,Tautenburg,383.0,4349,10,11.6,h.,Grey Heron/Graureiher,
2460197.650722_Tautenburg___605-10712kHz___10-16.1s___to,2460197.650722,Tautenburg,605.0,10712,10,16.1,to,Tawny Owl/Waldkauz,
2460197.657947_Tautenburg___262-9302kHz___10-66.3s___to,2460197.657947,Tautenburg,262.0,9302,10,66.3,to,Tawny Owl/Waldkauz,
2460198.295682_Tautenburg___363-5638kHz___10-132.2s___to,2460198.295682,Tautenburg,363.0,5638,10,132.2,to,Tawny Owl/Waldkauz,
2460198.315361_Tautenburg___342-6966kHz___10-25.7s___to,2460198.315361,Tautenburg,342.0,6966,10,25.7,to,Tawny Owl/Waldkauz,
2460198.372950_Tautenburg___564-8336kHz___10-137.5s___to,2460198.37295,Tautenburg,564.0,8336,10,137.5,to,Tawny Owl/Waldkauz,
2460198.635449_Tautenburg___-1-2799kHz___10-33.6s___eo,2460198.635449,Tautenburg,,1,2799,10.0,33.6,eo,Eagle Owl/Uhu
2460199.587397_Tautenburg___-1-8573kHz___10-74.8s___to,2460199.587397,Tautenburg,,1,8573,10.0,74.8,to,Tawny Owl/Waldkauz
2460200.296256_Tautenburg___443-3584kHz___10-65.2s___h.,2460200.296256,Tautenburg,443.0,3584,10,65.2,h.,Grey Heron/Graureiher,
2460200.322434_Tautenburg___3503-6483kHz___10-32.6s___cs,2460200.322434,Tautenburg,3503.0,6483,10,32.6,cs,Common Sandpiper/Flussuferlaeufer,
2460200.619989_Tautenburg___303-9202kHz___10-17.9s___to,2460200.619989,Tautenburg,303.0,9202,10,17.9,to,Tawny Owl/Waldkauz,
2460200.631736_Tautenburg___503-2013kHz___10-13.8s___to,2460200.631736,Tautenburg,503.0,2013,10,13.8,to,Tawny Owl/Waldkauz,
2460200.641132_Tautenburg___464-8397kHz___10-73.9s___to,2460200.641132,Tautenburg,464.0,8397,10,73.9,to,Tawny Owl/Waldkauz,
2460201.324125_Tautenburg___463-9805kHz___10-14.2s___to,2460201.324125,Tautenburg,463.0,9805,10,14.2,to,Tawny Owl/Waldkauz,
2460201.324168_Tautenburg___423-2416kHz___10-20.4s___to,2460201.324168,Tautenburg,423.0,2416,10,20.4,to,Tawny Owl/Waldkauz,
2460201.325488_Tautenburg___564-9806kHz___10-20.3s___to,2460201.325488,Tautenburg,564.0,9806,10,20.3,to,Tawny Owl/Waldkauz,
2460201.342917_Tautenburg___564-7430kHz___10-13s___mh,2460201.342917,Tautenburg,564.0,7430,10,13.0,mh,Moorhen/Teichhuhn,
2460201.481662_Tautenburg___383-2920kHz___10-19.6s___to,2460201.481662,Tautenburg,383.0,2920,10,19.6,to,Tawny Owl/Waldkauz,
2460201.542504_Tautenburg___402-3342kHz___10-32.9s___to,2460201.542504,Tautenburg,402.0,3342,10,32.9,to,Tawny Owl/Waldkauz,
